Feature_Name,Clean_Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Feature_Type_Code,Origin,
"Umbra","Umbra","Mars",0,49.67,70,AL,"Means ""Shadow"" in Latin.",
"Umkana","Umkana","Venus",6.2,-53.3,198.6,AA,"Eskimo (Chukotka) first name.",
"Umma Sulcus","Umma Sulcus","Ganymede",1270,4.1,110.5,SU,"Sumerian town.",
"Una Vallis","Una Vallis","Mars",5,18.29,77.07,VA,"River in Bosnia and Herzegovina and Croatia.",
"Unay","Unay","Venus",11.4,53.5,172.7,AA,"Mari first name.",
"Uncama Fossa","Uncama Fossa","Pluto",227,23.96,142.62,FO,"Zulu tale hero, who followed a porcupine underground and came upon the village of dead souls.",
"Undara","Undara","Ida",8.5,2,113.8,AA,"Lava tube from Undara Volcano, North Queensland, Australia.",
"Undine Planitia","Undine Planitia","Venus",2800,13,303,PL,"Lithuanian water nymph, mermaid.",
"Undset","Undset","Venus",20,51.7,60.8,AA,"Sigrid; Norwegian author (1882-1949).",
"Unelanuhi Dorsa","Unelanuhi Dorsa","Venus",2600,12,87,DO,"Cherokee sun goddess.",
"Uni Dorsa","Uni Dorsa","Venus",800,33.7,114.3,DO,"Etruscan goddess, same as Hera or Juno.",
"Unitkak","Unitkak","Venus",8,40.8,199.5,AA,"Eskimo (Chukotka) first name.",
"Unity Rupes","Unity Rupes","Mercury",350,27.16,84.8,RU,"English vessel which took Edmond Halley to Saint Helena in 1676 to conduct a survey of the stars in the southern hemisphere. While there, Halley observed the 1677 transit of Mercury which enabled him to make one of the earliest calculations to estimate the size of the solar system.",
"Unkei","Unkei","Mercury",121,-31.79,297.4,AA,"Japanese sculptor (c. 1148-1223).",
"Unuk Dorsa","Unuk Dorsa","Venus",400,-4.5,351.5,DO,"Eskimo (Chukotka) night maiden.",
"Uorsar Rupes","Uorsar Rupes","Venus",820,76.8,341.2,RU,"Adygan (Caucasus) goddess of hearth.",
"Uottakh-sulus Valles","Uottakh sulus Valles","Venus",1100,12.5,239,VA,"Yakutian/Saha name for planet Venus.",
"Upuant","Upuant","Ganymede",17,46.4,40.46,AA,"Jackal-headed warrior god, god of the dead.",
"Upunusa Tholus","Upunusa Tholus","Venus",223,66.2,252.4,TH,"Earth goddess of Leti and Babar (Southwestern islands, eastern Indonesia).",
"Uranius Dorsum","Uranius Dorsum","Mars",542.08,23.79,284.96,DO,"Named for albedo feature.",
"Uranius Fossae","Uranius Fossae","Mars",394.11,25.29,269.87,FO,"Classical albedo feature name.",
"Uranius Mons","Uranius Mons","Mars",265.17,26.9,267.85,MO,"Classical albedo feature name. ",
"Uranius Patera","Uranius Patera","Mars",114,26.32,267.2,PE,"Classical albedo feature name.",
"Uranius Tholus","Uranius Tholus","Mars",61.39,26.25,262.43,TH,"Classical albedo feature name.",
"Urash Corona","Urash Corona","Venus",360,43.2,282,CR,"Sumerian-Akkadian earth goddess, wife of sky god Anu.",
"Urashima","Urashima","Ryugu",0.29,-8.1,92.9,AA,"Urashima Taro; fisherman in Japanese fairy tale who rescued a turtle and traveled on its back to the dragon Ryujin’s undersea Ryugu Palace, where he was welcomed by princess Otohime.",
"Urazbike","Urazbike","Venus",7,-9,202.5,AA,"Tartar first name.",
"Urbinia","Urbinia","Vesta",24.25,-29.88,66.26,AA,"Roman vestal virgin.",
"Urd Tessera","Urd Tessera","Venus",250,-40,174.5,TE,"Norse fate goddess.",
"Uretsete Mons","Uretsete Mons","Venus",500,-12,261,MO,"Keresan Pueblo ancestor goddess.",
"Urey","Urey","Moon",39.29,27.93,87.43,AA,"Harold Clayton; American chemist; Nobel laureate (1893-1981). ",
"Urk","Urk","Mars",2.89,23.11,111.42,AA,"Town in Netherlands.",
"Urkuk Dorsa","Urkuk Dorsa","Venus",600,-12,320,DO,"Nivkhi (Sakhalin Isl.) night maiden.",
"Urmia Lacus","Urmia Lacus","Titan",28.6,-39.27,83.45,LC,"Lake in Iran.",
"Ursula","Ursula","Titania",135,-12.4,45.2,AA,"Attendant to Hero and Beatrice in ""Much Ado About Nothing.""",
"Ur Sulcus","Ur Sulcus","Ganymede",1145,49.5,182.5,SU,"Ancient Sumerian seat of moon worship.",
"Uruk Sulcus","Uruk Sulcus","Ganymede",2200,3.4,200,SU,"Babylonian city ruled by Gilgamesh.",
"Urutonga Colles","Urutonga Colles","Venus",500,10,154,CO,"Māori sea goddess.",
"Urvara","Urvara","Ceres",170,-45.66,249.24,AA,"Indian and Iranian deity of plants and fields.",
"Ushas Mons","Ushas Mons","Venus",413,-24.3,324.6,MO,"Indian goddess of dawn.",
"Usiku Cavus","Usiku Cavus","Mars",42,-11.2,263.7,CB,"Swahili word for night.",
"Ustad Isa","Ustad Isa","Mercury",138,-31.91,193.89,AA,"Turkish/Persian architect (17th century).",
"Ustinya","Ustinya","Venus",11.8,-41.2,251.6,AA,"Russian first name.",
"Ustrecha Tesserae","Ustrecha Tesserae","Venus",450,-43,265,TE,"Old Russian goddess of chance.",
"Uta Fluctus","Uta Fluctus","Io",366.67,-33.12,343.86,FL,"Sumerian sun god.",
"Utan","Utan","Mars",4.73,24.24,113.81,AA,"Town in Russia.",
"Uta Patera","Uta Patera","Io",33.84,-35.86,337.48,PE,"Sumerian sun god.",
"Utaridi Planitia","Utaridi Planitia","Mercury",930,-65.5,89.83,PL,"Swahili (E. Africa) name for the planet Mercury.",
"Utgard","Utgard","Callisto",610,45,226,LG,"Teutonic home of giants.",
"Uther","Uther","Mimas",34,-35.16,109.83,AA,"Ruler of all Britain; Arthur's father.",
"Uti Hiata Mons","Uti Hiata Mons","Venus",500,16,69,MO,"Pawnee Mother Corn deity.",
"Utleygon","Utleygon","Rhea",58.2,-20.1,165.1,AA,"Itelmen (Kamchatka Peninsula, E. Russia) creator and master of the world.",
"Utopia","Utopia","Mars",0,49.67,110,AL,"Greek, meaning ""nowhere""; ideal state.",
"Utopia Planitia","Utopia Planitia","Mars",3560.45,46.74,117.52,PL,"Classical albedo feature name.",
"Utopia Rupēs","Utopia Rupes","Mars",2492.68,43.53,86.03,RU,"Named for calssical albedo feature at 55N, 260W.",
"Utrenitsa Vallis","Utrenitsa Vallis","Venus",700,55,280,VA,"Old Russian name for planet Venus.",
"Ut Rupes","Ut Rupes","Venus",676,55.3,321.9,RU,"Siberian; Turco-Tatar goddess of the hearth fire.",
"Utset Corona","Utset Corona","Venus",150,-55.5,167,CR,"Zia (SW USA) the First Mother.",
"Uvaysi","Uvaysi","Venus",38.9,2.3,198.3,AA,"Uzbek poet (c. 1780-c. 1850).",
"Uvs Lacus","Uvs Lacus","Titan",26.9,69.6,114.3,LC,"Lake in Mongolia.",
"Uyengimi","Uyengimi","Venus",8.9,-76.9,204.9,AA,"Khanty, Mansi (Ob River Finn) first name.",
"Uyuni Lacuna","Uyuni Lacuna","Titan",27,66.3,131.6,LU,"Intermittent lake (salar) in Bolivia.",
"Uzboi Vallis","Uzboi Vallis","Mars",353.53,-29.46,323.02,VA,"Dry riverbed in Russia.",
"Uzer","Uzer","Mars",9.24,-1.22,358.25,AA,"Town in France.",
"Uzume Fluctus","Uzume Fluctus","Venus",700,28.6,220.3,FL,"Japanese goddess of cheerfulness.",
"Vaals","Vaals","Mars",10.85,-3.96,327.03,AA,"Town in the Netherlands.",
"Văcărescu","Vacarescu","Venus",31.5,-63,199.8,AA,"Helene; Rumanian poet, novelist (1866-1947).",
"Vacuna Corona","Vacuna Corona","Venus",448,60.4,96,CR,"Sabinian (Ancient Italy) goddess of harvest.",
"Vaduz","Vaduz","Mars",2,38.24,15.79,AA,"Capital of the Principality of Liechtenstein.",
"Vahagn Patera","Vahagn Patera","Io",95.24,-24.19,9.27,PE,"Armenian fire god.",
"Vaidilute Rupes","Vaidilute Rupes","Venus",2000,-43.5,22,RU,"Lithuanian hearth goddess.",
"Väisälä","Vaisala","Moon",8.12,25.9,312.1,AA,"Yrjo; Finnish astronomer (1891-1971).",
"Vaiva Dorsum","Vaiva Dorsum","Venus",520,-53.2,204,DO,"Lithaunian rainbow goddess.",
"Vaka","Vaka","Venus",11.8,-41.4,8.9,AA,"Bulgarian first name.",
"Vakarine Vallis","Vakarine Vallis","Venus",625,5,336.4,VA,"Lithuanian word for planet Venus.",
"Vako-nana Tesserae","Vako nana Tesserae","Venus",1200,27,40,TE,"Adygan wise predictor.",
"Valadon","Valadon","Venus",25.2,-49,167.7,AA,"Suzanne; French painter (1865-1940).",
"Valborg","Valborg","Venus",20,75.5,272.1,AA,"Danish first name.",
"Valdebron","Valdebron","Iapetus",49,29.6,255.6,AA,"Saracen lord, gave his sword to Ganelon.  ",
"Valentina","Valentina","Venus",24.6,46.4,144.1,AA,"Latin first name.",
"Valentine","Valentine","Eros",2.2,14.6,151.6,AA,"St. Valentine's day (principally Roman) for all lovers.",
"Valera","Valera","Moon",0.13,38.29,324.98,AA,"Male name Valery of Latin origin in Russian diminutive form (Lunokhod-1 landing site feature).",
"Valeria","Valeria","Titania",59,-34.5,4.2,AA,"Friend to Vergilia in ""Coriolanus.""",
"Valerie","Valerie","Venus",13.6,-6.4,30.9,AA,"French first name.",
"Valfödr","Valfodr","Callisto",101.5,-1.3,113,AA,"Norse; a name for Odin, god of wisdom.",
"Valga","Valga","Mars",15.7,-44.32,323.36,AA,"Town in Estonia.",
"Valhalla","Valhalla","Callisto",3000,14.7,304,LG,"Norse; Odin's hall, where he received the souls of slain warriors.",
"Vali","Vali","Callisto",54.3,9.7,34.7,AA,"Norse; Ottar's ancestor.",
"Valier","Valier","Moon",65.06,6.65,174.26,AA,"Max; German rocketry engineer (1895-1930).",
"Valier J","Valier J","Moon",28.38,6.19,174.86,SF,"Max; German rocketry engineer (1895-1930).",
"Valier P","Valier P","Moon",6.78,4.79,173.5,SF,"Max; German rocketry engineer (1895-1930).",
"Valkyrie Fossae","Valkyrie Fossae","Venus",357,58.2,7,FO,"Norse battle maidens.",
"Valles Marineris","Valles Marineris","Mars",3761.28,-14.01,301.41,VA,"General name of the system of canyons honoring the scientific team of the Mariner 9 program.",
"Vallija","Vallija","Venus",15.2,26.3,120,AA,"Latvian first name.",
"Vallis Alpes","Vallis Alpes","Moon",155.42,49.21,3.63,VA,"""Alpine Valley.""",
"Vallis Baade","Vallis Baade","Moon",206.79,-45.55,282.77,VA,"Named from nearby crater.",
"Vallis Bohr","Vallis Bohr","Moon",95.32,10.25,271.14,VA,"Named from nearby crater.",
"Vallis Bouvard","Vallis Bouvard","Moon",287.92,-38.45,277.68,VA,"Alexis; French astronomer, mathematician (1767-1843).",
"Vallis Capella","Vallis Capella","Moon",106.28,-7.39,35.04,VA,"Named from nearby crater.",
"Vallis Christel","Vallis Christel","Moon",2.1,24.54,11.08,VA,"German female name, part of Aratus CA. ",
"Vallis Inghirami","Vallis Inghirami","Moon",145.08,-43.95,287.41,VA,"Named from nearby crater.",
"Vallis Krishna","Vallis Krishna","Moon",2.9,24.5,11.26,VA,"Indian male name, part of Aratus CA. ",
"Vallis Palitzsch","Vallis Palitzsch","Moon",110.5,-26.16,64.64,VA,"Named from nearby crater.",
"Vallis Planck","Vallis Planck","Moon",502.9,-57.26,126.16,VA,"Named from nearby crater.",
"Vallis Rheita","Vallis Rheita","Moon",509.07,-42.51,51.65,VA,"Named from nearby crater.",
"Vallis Schrödinger","Vallis Schrodinger","Moon",301.71,-66.52,104.88,VA,"Named from nearby crater.",
"Vallis Schröteri","Vallis Schroteri","Moon",185.32,26.16,308.42,VA,"Schröter's Valley.",
"Vallis Snellius","Vallis Snellius","Moon",640,-30.93,57.84,VA,"Named from nearby crater.",
"Vālmiki","Valmiki","Mercury",210,-23.58,218.59,AA,"Sanskrit poet, author of the Ramayala (1st century B.C.).",
"Valterne Mons","Valterne Mons","Iapetus",50,0,189.4,MO,"Escremiz comes from this Spanish town.  ",
"Valverde","Valverde","Mars",34.92,20.1,304.24,AA,"Town in the Dominican Republic.",
"van Albada","van Albada","Moon",22.92,9.36,64.35,AA,"Gale Bruno; Dutch astronomer (1912-1972).",
"Vanapagan","Vanapagan","Callisto",62.7,39.5,201.5,AA,"Estonian, a wicked giant.",
"Van Biesbroeck","Van Biesbroeck","Moon",9.08,28.77,314.41,AA,"George A.; Belgian-American astronomer (1880-1974).",
"Van de Graaff","Van de Graaff","Moon",240.47,-27.04,172.01,AA,"Robert Jemison; American physicist (1901-1967).",
"Van de Graaff C","Van de Graaff C","Moon",18.48,-26.44,172.82,SF,"Robert Jemison; American physicist (1901-1967).",
"Van de Graaff F","Van de Graaff F","Moon",18.75,-26.77,174.71,SF,"Robert Jemison; American physicist (1901-1967).",
"Van de Graaff J","Van de Graaff J","Moon",23.05,-28.28,174.09,SF,"Robert Jemison; American physicist (1901-1967).",
"Van de Graaff M","Van de Graaff M","Moon",17.88,-30.47,171.66,SF,"Robert Jemison; American physicist (1901-1967).",
"Van de Graaff Q","Van de Graaff Q","Moon",14.83,-27.62,171.36,SF,"Robert Jemison; American physicist (1901-1967).",
"Van den Bergh","Van den Bergh","Moon",43.42,30.91,200.79,AA,"George; Dutch astronomer (1890-1966).",
"Van den Bergh F","Van den Bergh F","Moon",30.32,30.84,204.93,SF,"George; Dutch astronomer (1890-1966).",
"Van den Bergh M","Van den Bergh M","Moon",15.8,30.35,200.75,SF,"George; Dutch astronomer (1890-1966).",
"Van den Bergh P","Van den Bergh P","Moon",15.06,29.21,199.81,SF,"George; Dutch astronomer (1890-1966).",
"Van den Bergh Y","Van den Bergh Y","Moon",42.16,32.75,200.17,SF,"George; Dutch astronomer (1890-1966).",
"van den Bos","van den Bos","Moon",25.18,-5.26,145.95,AA,"Willem Hendrik; South African astronomer (1896-1974).",
"Van der Waals","Van der Waals","Moon",113.37,-43.56,119.98,AA,"Johannes Diderik; Dutch physicist; Nobel laureate (1837-1923).",
"Van der Waals B","Van der Waals B","Moon",15.85,-41.37,121.5,SF,"Johannes Diderik; Dutch physicist; Nobel laureate (1837-1923).",
"Van der Waals C","Van der Waals C","Moon",22.89,-41.05,124.34,SF,"Johannes Diderik; Dutch physicist; Nobel laureate (1837-1923).",
"Van der Waals H","Van der Waals H","Moon",32.75,-44.77,122.53,SF,"Johannes Diderik; Dutch physicist; Nobel laureate (1837-1923).",
"Van der Waals K","Van der Waals K","Moon",47.96,-46.27,122.82,SF,"Johannes Diderik; Dutch physicist; Nobel laureate (1837-1923).",
"Van der Waals W","Van der Waals W","Moon",44.32,-41.69,117.94,SF,"Johannes Diderik; Dutch physicist; Nobel laureate (1837-1923).",
"Van Dijck","Van Dijck","Mercury",101.53,75.8,193.37,AA,"Anthony; Flemish painter (1599-1641).",
"Vänern Lacus","Vanern Lacus","Titan",43.9,70.4,136.9,LC,"Lake in Sweden.",
"Vanessa","Vanessa","Venus",10,-6,1.9,AA,"Greek first name.",
"Van Eyck","Van Eyck","Mercury",271,43.22,200.57,AA,"Jan; Flemish painter (c. 1395-1441).",
"Van Gent","Van Gent","Moon",44.37,15.42,160.27,AA,"Hendrik; Dutch astronomer (1900-1947).",
"Van Gent D","Van Gent D","Moon",34.71,16.1,161.8,SF,"Hendrik; Dutch astronomer (1900-1947).",
"Van Gent N","Van Gent N","Moon",33.11,13.35,159.88,SF,"Hendrik; Dutch astronomer (1900-1947).",
"Van Gent P","Van Gent P","Moon",47.42,12.41,159.36,SF,"Hendrik; Dutch astronomer (1900-1947).",
"Van Gent T","Van Gent T","Moon",16.28,15.39,157.16,SF,"Hendrik; Dutch astronomer (1900-1947).",
"Van Gent U","Van Gent U","Moon",18.35,16.87,157.02,SF,"Hendrik; Dutch astronomer (1900-1947).",
"Van Gent X","Van Gent X","Moon",37.85,16.34,159.63,SF,"Hendrik; Dutch astronomer (1900-1947).",
"van Gogh","van Gogh","Mercury",99,-76.88,221.32,AA,"Vincent Willem; Dutch painter (1853-1890).",
"Van Lacus","Van Lacus","Titan",32.7,74.2,222.7,LC,"Lake in Turkey.",
"Van Maanen","Van Maanen","Moon",46.42,36.03,128.18,AA,"Adriaan; Dutch-American astronomer (1884-1946).",
"Van Maanen K","Van Maanen K","Moon",23.36,32.89,129.14,SF,"Adriaan; Dutch-American astronomer (1884-1946).",
"van Rhijn","van Rhijn","Moon",46.16,52.47,146.37,AA,"Pieter Johannes; Dutch astronomer (1886-1960).",
"van Rhijn T","van Rhijn T","Moon",32.96,52.13,140.11,SF,"Pieter Johannes; Dutch astronomer (1886-1960).",
"Van Serg","Van Serg","Moon",0.1,20.23,30.83,LF,"Astronaut-named feature, Apollo 17 site.",
"van't Hoff","van t Hoff","Moon",107.3,61.75,227.32,AA,"Jacobus Hendricus; Dutch chemist; Nobel laureate (1852-1911).",
"van't Hoff F","van t Hoff F","Moon",45.16,61.18,233.22,SF,"Jacobus Hendricus; Dutch chemist; Nobel laureate (1852-1911).",
"van't Hoff M","van t Hoff M","Moon",39.95,56.41,227.49,SF,"Jacobus Hendricus; Dutch chemist; Nobel laureate (1852-1911).",
"van't Hoff N","van t Hoff N","Moon",46.96,57.62,227.12,SF,"Jacobus Hendricus; Dutch chemist; Nobel laureate (1852-1911).",
"Van Vleck","Van Vleck","Moon",33.48,-1.77,78.2,AA,"John Monroe; American astronomer, mathematician (1833-1912).",
"Van Wijk","Van Wijk","Moon",31.06,-62.5,119.06,AA,"Uco; Dutch-American astronomer (1924-1966).",
"Vard","Vard","Venus",6.1,17.5,314.5,AA,"Armenian first name.",
"Varma","Varma","Mercury",30,80.04,341.03,AA,"Raja Ravi; Indian painter (1848-1906).",
"Varma-Ava Dorsa","Varma Ava Dorsa","Venus",767,62.3,268.8,DO,"Mordvinian (Volga Finn) wind goddess.",
"Var Mons","Var Mons","Venus",1000,1.2,316.2,MO,"Scandinavian love goddess.",
"Varronilla","Varronilla","Vesta",158.45,29.62,179.58,AA,"Roman vestal virgin (c. 10-83).",
"Varus Valles","Varus Valles","Mars",90.12,-8.57,204.01,VA,"Classical name for present Var River, France.",
"Varya","Varya","Venus",14.3,2.8,211.8,AA,"Russian first name.",
"Varz Chasma","Varz Chasma","Venus",346,71.3,27,CM,"Lezghin (Caucasus) moon goddess.",
"Vasco da Gama","Vasco da Gama","Moon",93.52,13.78,276.06,AA,"Portuguese navigator, explorer (c. 1460-1524).",
"Vasco da Gama A","Vasco da Gama A","Moon",22.03,12.63,279.93,SF,"Portuguese navigator, explorer (c. 1460-1524).",
"Vasco da Gama B","Vasco da Gama B","Moon",25.06,15.72,276.88,SF,"Portuguese navigator, explorer (c. 1460-1524).",
"Vasco da Gama C","Vasco da Gama C","Moon",46.83,11.48,274.93,SF,"Portuguese navigator, explorer (c. 1460-1524).",
"Vasco da Gama F","Vasco da Gama F","Moon",55.78,13.86,279.22,SF,"Portuguese navigator, explorer (c. 1460-1524).",
"Vasco da Gama P","Vasco da Gama P","Moon",102.54,12,279.66,SF,"Portuguese navigator, explorer (c. 1460-1524).",
"Vasco da Gama R","Vasco da Gama R","Moon",60.9,9.91,276.49,SF,"Portuguese navigator, explorer (c. 1460-1524).",
"Vasco da Gama S","Vasco da Gama S","Moon",30.29,12.63,277.06,SF,"Portuguese navigator, explorer (c. 1460-1524).",
"Vasco da Gama T","Vasco da Gama T","Moon",19.94,11.87,276.5,SF,"Portuguese navigator, explorer (c. 1460-1524).",
"Vashakidze","Vashakidze","Moon",44.99,43.65,93.01,AA,"Mikheil Alekandres; Soviet astronomer (1909-1956).",
"Vashti","Vashti","Venus",17,-6.8,43.7,AA,"Persian first name.",
"Vasilisa Regio","Vasilisa Regio","Venus",1200,-11,332,RE,"Russian tale heroine.",
"Vasilutsa","Vasilutsa","Venus",5.7,16.5,334.4,AA,"Moldavian first name.",
"Vassi","Vassi","Venus",8.5,34.4,346.5,AA,"Karelian first name.",
"Vastitas Borealis","Vastitas Borealis","Mars",2002.91,87.73,32.53,VS,"Classical albedo feature name.",
"Vasudhara Corona","Vasudhara Corona","Venus",160,43.2,2.7,CR,"Buddhist female Bodhisattva of abundance.",
"Vasya","Vasya","Moon",0.1,38.2,325.02,AA,"Russian diminutive form of male name Vasily of Greek origin (Lunokhod-1 landing site feature).",
"Vatea","Vatea","Rhea",96.6,16,209.6,AA,"Father of gods and humans in Cook Islands mythology (Polynesia).",
"Vätö","Vato","Mars",17.24,-43.61,306.31,AA,"Town in Sweden.",
"Vaughan","Vaughan","Moon",3,-41.41,-171.85,AA,"Dorothy; American mathematician (1910-2008).",
"Vaupas Chasma","Vaupas Chasma","Rhea",280,-35,100,CM,"River in Cuebo (Columbia) myths, where the Cuebo people were born.",
"Vaux","Vaux","Mars",5.99,17.96,327.21,AA,"Town in France.",
"Vavilov","Vavilov","Moon",98.22,-0.87,221.23,AA,"Nikolai Ivanovich; Soviet botanist (1887-1943); Sergei Ivanovich; Soviet physicist (optics) (1891-1951).",
"Vavilov D","Vavilov D","Moon",96.2,0.03,222.52,SF,"Nikolai Ivanovich; Soviet botanist (1887-1943); Sergei Ivanovich; Soviet physicist (optics) (1891-1951).",
"Vavilov K","Vavilov K","Moon",25.59,-5.25,223.52,SF,"Nikolai Ivanovich; Soviet botanist (1887-1943); Sergei Ivanovich; Soviet physicist (optics) (1891-1951).",
"Vavilov P","Vavilov P","Moon",22.71,-3.67,219.33,SF,"Nikolai Ivanovich; Soviet botanist (1887-1943); Sergei Ivanovich; Soviet physicist (optics) (1891-1951).",
"Vazov","Vazov","Mercury",33,-65.4,147.67,AA,"Ivan, Bulgarian poet (1850-1921).",
"Ved-Ava Corona","Ved Ava Corona","Venus",200,33,143,CR,"Mordovian (Volga Finn) water mother.",
"Veden-Ema Vallis","Veden Ema Vallis","Venus",300,-15,141,VA,"Finnish goddess of fishing.",
"Vedma Dorsa","Vedma Dorsa","Venus",3345,42,159,DO,"East Slav witch.",
"Vedra Valles","Vedra Valles","Mars",118,19.12,304.52,VA,"Ancient European river (Great Britain).",
"Vega","Vega","Moon",73.51,-45.41,63.27,AA,"Georg Freiherr von; Slovenian-born German mathematician (1754-1802).",
"Vega A","Vega A","Moon",12.45,-47.25,65.15,SF,"Georg Freiherr von; Slovenian-born German mathematician (1754-1802).",
"Vega B","Vega B","Moon",31.17,-46.23,63.5,SF,"Georg Freiherr von; Slovenian-born German mathematician (1754-1802).",
"Vega C","Vega C","Moon",20.14,-45.27,64.72,SF,"Georg Freiherr von; Slovenian-born German mathematician (1754-1802).",
"Vega D","Vega D","Moon",25.01,-44.89,64.47,SF,"Georg Freiherr von; Slovenian-born German mathematician (1754-1802).",
"Vega G","Vega G","Moon",11.52,-44.43,62.46,SF,"Georg Freiherr von; Slovenian-born German mathematician (1754-1802).",
"Vega H","Vega H","Moon",6.12,-44.59,60.27,SF,"Georg Freiherr von; Slovenian-born German mathematician (1754-1802).",
"Vega J","Vega J","Moon",18.64,-45.56,60.04,SF,"Georg Freiherr von; Slovenian-born German mathematician (1754-1802).",
"Vega Terra","Vega Terra","Pluto",1614,33.96,85.49,TA,"A pair of the Soviet Union’s Vega 1 and Vega 2 spacecraft launched in 1984 that were the first ones to fly balloons on another planet (Venus, 1985) and then the first ones to image the nucleus of a comet (1P/Halley, 1986).",
"Vejas-mate Dorsa","Vejas mate Dorsa","Venus",1600,-70.5,245,DO,"Latvian ""wind mother"".",
"Velázquez","Velazquez","Mercury",128,37.59,304.57,AA,"Diego; Spanish painter (1599-1660).",
"Veleda Linea","Veleda Linea","Venus",1350,-10,213,LI,"Warrior goddess of the continental Celts.",
"Veles","Veles","Titan",45,2,222.7,LG,"Slavic god of housekeeping wisdom.",
"Veliko Lacuna","Veliko Lacuna","Titan",90,-76.8,326.9,LU,"Intermittent lake in Bosnia-Herzegovina.",
"Vellamo Planitia","Vellamo Planitia","Venus",2155,45.4,149.1,PL,"Karelo-Finn mermaid.",
"Vendelinus","Vendelinus","Moon",141.21,-16.46,61.55,AA,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus D","Vendelinus D","Moon",10.02,-19.05,58.24,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus E","Vendelinus E","Moon",19.46,-18.08,61.02,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus F","Vendelinus F","Moon",32.02,-18.49,64.92,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus H","Vendelinus H","Moon",7.98,-15.3,61.5,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus K","Vendelinus K","Moon",8.92,-13.82,62.44,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus L","Vendelinus L","Moon",17.29,-17.56,61.79,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus N","Vendelinus N","Moon",17.32,-16.82,65.87,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus P","Vendelinus P","Moon",16.45,-17.56,66.33,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus S","Vendelinus S","Moon",5.81,-15.4,57.98,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus T","Vendelinus T","Moon",5.65,-13.49,62.8,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus U","Vendelinus U","Moon",5.39,-15.91,58.73,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus V","Vendelinus V","Moon",5.77,-15.55,55.92,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus W","Vendelinus W","Moon",4.93,-14.59,58.7,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus Y","Vendelinus Y","Moon",10.94,-17.58,62.24,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendelinus Z","Vendelinus Z","Moon",7.38,-17.2,62.41,SF,"Wendelin, Godefroid; Belgian astronomer (1580-1667).",
"Vendimia Planitia","Vendimia Planitia","Ceres",750,23,135,PL,"Grape harvest festival in Mendoza (Argentina) during the first week of March. It is one of the most important festivals in the country.",
"Veneneia","Veneneia","Vesta",400,-47.93,305.68,AA,"One of the first Roman vestal virgins.",
"Venera Terra","Venera Terra","Pluto",742,56.89,117.62,TA,"Series of the Soviet Union’s 16 spacecraft sent to Venus in 1961–1983. The missions accomplished a number of firsts, including the first human made device to enter the atmosphere of another planet (Venera 3, 1966), to measure in situ atmosphere composition of another planet (Venera 4, 1967), to make a soft landing on another planet (Venera 7, 1970), and to return images from another planetary surface (Venera 9, 1975).",
"Venilia Mons","Venilia Mons","Venus",320,32.7,238.8,MO,"Ancient Italian sea goddess.",
"Vening Meinesz","Vening Meinesz","Moon",88.69,-0.1,162.51,AA,"Felix Andries; Dutch geophysicist, geodesist (1887-1966).",
"Vening Meinesz C","Vening Meinesz C","Moon",39.99,1.18,163.84,SF,"Felix Andries; Dutch geophysicist, geodesist (1887-1966).",
"Vening Meinesz Q","Vening Meinesz Q","Moon",16.24,-2.52,161.03,SF,"Felix Andries; Dutch geophysicist, geodesist (1887-1966).",
"Vening Meinesz T","Vening Meinesz T","Moon",15.64,-0.29,159.24,SF,"Felix Andries; Dutch geophysicist, geodesist (1887-1966).",
"Vening Meinesz W","Vening Meinesz W","Moon",36.87,1.4,161.02,SF,"Felix Andries; Dutch geophysicist, geodesist (1887-1966).",
"Vening Meinesz Z","Vening Meinesz Z","Moon",21.94,0.8,162.58,SF,"Felix Andries; Dutch geophysicist, geodesist (1887-1966).",
"Ventris","Ventris","Moon",100.74,-4.77,157.97,AA,"Michael George Francis; British decipherer of Linear B Cretan script (1922-1956).",
"Ventris A","Ventris A","Moon",25.68,-4.18,158.13,SF,"Michael George Francis; British decipherer of Linear B Cretan script (1922-1956).",
"Ventris B","Ventris B","Moon",17.31,-2.22,158.08,SF,"Michael George Francis; British decipherer of Linear B Cretan script (1922-1956).",
